Notes,County,County Code,Deaths,Population,Crude Rate,Deaths,Population,Crude Rate
"Greenville County, SC",45045,White,2106-3,Female,F,428,55691,768.5
"Greenville County, SC",45045,White,2106-3,Male,M,488,46635,1046.4
"Greenville County, SC",45045,White,2106-3,,,916,102326,895.2
"Greenville County, SC",45045,,,,,1112,119150,933.3
"Greenwood County, SC",45047,Black or African American,2054-5,Female,F,26,3360,773.8
"Greenwood County, SC",45047,Black or African American,2054-5,Male,M,39,2495,1563.1
"Greenwood County, SC",45047,Black or African American,2054-5,,,65,5855,1110.2
"Greenwood County, SC",45047,White,2106-3,Female,F,86,10603,811.1
"Greenwood County, SC",45047,White,2106-3,Male,M,115,8627,1333
"Greenwood County, SC",45047,White,2106-3,,,201,19230,1045.2
"Greenwood County, SC",45047,,,,,266,25151,1057.6
"Hampton County, SC",45049,Black or African American,2054-5,Female,F,12,1781,673.8 (Unreliable)
"Hampton County, SC",45049,Black or African American,2054-5,Male,M,20,1378,1451.4
"Hampton County, SC",45049,Black or African American,2054-5,,,32,3159,1013
"Hampton County, SC",45049,White,2106-3,Female,F,19,2208,860.5 (Unreliable)
"Hampton County, SC",45049,White,2106-3,Male,M,24,1884,1273.9
"Hampton County, SC",45049,White,2106-3,,,43,4092,1050.8
"Hampton County, SC",45049,,,,,75,7261,1032.9
"Horry County, SC",45051,Black or African American,2054-5,Female,F,30,3711,808.4
"Horry County, SC",45051,Black or African American,2054-5,Male,M,42,2884,1456.3
"Horry County, SC",45051,Black or African American,2054-5,,,72,6595,1091.7
"Horry County, SC",45051,White,2106-3,Female,F,141,18052,781.1
"Horry County, SC",45051,White,2106-3,Male,M,195,15527,1255.9
"Horry County, SC",45051,White,2106-3,,,336,33579,1000.6
"Horry County, SC",45051,,,,,408,40305,1012.3
"Jasper County, SC",45053,Black or African American,2054-5,Female,F,27,1580,1708.9
"Jasper County, SC",45053,Black or African American,2054-5,Male,M,12,1261,951.6 (Unreliable)
"Jasper County, SC",45053,Black or African American,2054-5,,,39,2841,1372.8
"Jasper County, SC",45053,Other Race,2131-1,Male,M,1,8,12500.0 (Unreliable)
"Jasper County, SC",45053,Other Race,2131-1,,,1,16,6250.0 (Unreliable)
"Jasper County, SC",45053,White,2106-3,Female,F,9,1416,635.6 (Unreliable)
"Jasper County, SC",45053,White,2106-3,Male,M,13,1251,1039.2 (Unreliable)
"Jasper County, SC",45053,White,2106-3,,,22,2667,824.9
"Jasper County, SC",45053,,,,,62,5524,1122.4
"Kershaw County, SC",45055,Black or African American,2054-5,Female,F,25,2473,1010.9
"Kershaw County, SC",45055,Black or African American,2054-5,Male,M,21,1864,1126.6
"Kershaw County, SC",45055,Black or African American,2054-5,,,46,4337,1060.6
"Kershaw County, SC",45055,White,2106-3,Female,F,40,6222,642.9
"Kershaw County, SC",45055,White,2106-3,Male,M,49,5479,894.3
"Kershaw County, SC",45055,White,2106-3,,,89,11701,760.6
"Kershaw County, SC",45055,,,,,135,16068,840.2
"Lancaster County, SC",45057,Black or African American,2054-5,Female,F,31,2321,1335.6
"Lancaster County, SC",45057,Black or African American,2054-5,Male,M,36,1719,2094.2
"Lancaster County, SC",45057,Black or African American,2054-5,,,67,4040,1658.4
"Lancaster County, SC",45057,White,2106-3,Female,F,74,9492,779.6
"Lancaster County, SC",45057,White,2106-3,Male,M,107,8349,1281.6
"Lancaster County, SC",45057,White,2106-3,,,181,17841,1014.5
"Lancaster County, SC",45057,,,,,248,21919,1131.4
"Laurens County, SC",45059,Black or African American,2054-5,Female,F,35,2996,1168.2
"Laurens County, SC",45059,Black or African American,2054-5,Male,M,27,2358,1145
"Laurens County, SC",45059,Black or African American,2054-5,,,62,5354,1158
"Laurens County, SC",45059,White,2106-3,Female,F,82,9488,864.2
"Laurens County, SC",45059,White,2106-3,Male,M,96,7799,1230.9
"Laurens County, SC",45059,White,2106-3,,,178,17287,1029.7
"Laurens County, SC",45059,,,,,240,22666,1058.9
"Lee County, SC",45061,Black or African American,2054-5,Female,F,25,1956,1278.1
"Lee County, SC",45061,Black or African American,2054-5,Male,M,29,1508,1923.1
"Lee County, SC",45061,Black or African American,2054-5,,,54,3464,1558.9
"Lee County, SC",45061,White,2106-3,Female,F,20,1948,1026.7
"Lee County, SC",45061,White,2106-3,Male,M,21,1596,1315.8
"Lee County, SC",45061,White,2106-3,,,41,3544,1156.9
"Lee County, SC",45061,,,,,95,7015,1354.2
"Lexington County, SC",45063,Black or African American,2054-5,Female,F,29,2269,1278.1
"Lexington County, SC",45063,Black or African American,2054-5,Male,M,28,1763,1588.2
"Lexington County, SC",45063,Black or African American,2054-5,,,57,4032,1413.7
"Lexington County, SC",45063,White,2106-3,Female,F,167,25845,646.2
"Lexington County, SC",45063,White,2106-3,Male,M,180,23759,757.6
"Lexington County, SC",45063,White,2106-3,,,347,49604,699.5
"Lexington County, SC",45063,,,,,404,53888,749.7
"McCormick County, SC",45065,Black or African American,2054-5,Female,F,10,848,1179.2 (Unreliable)
"McCormick County, SC",45065,Black or African American,2054-5,Male,M,11,684,1608.2 (Unreliable)
"McCormick County, SC",45065,Black or African American,2054-5,,,21,1532,1370.8
"McCormick County, SC",45065,White,2106-3,Female,F,3,855,350.9 (Unreliable)
"McCormick County, SC",45065,White,2106-3,Male,M,11,725,1517.2 (Unreliable)
"McCormick County, SC",45065,White,2106-3,,,14,1580,886.1 (Unreliable)
"McCormick County, SC",45065,,,,,35,3118,1122.5
"Marion County, SC",45067,Black or African American,2054-5,Female,F,41,3494,1173.4
"Marion County, SC",45067,Black or African American,2054-5,Male,M,42,2367,1774.4
"Marion County, SC",45067,Black or African American,2054-5,,,83,5861,1416.1
"Marion County, SC",45067,White,2106-3,Female,F,32,4027,794.6
"Marion County, SC",45067,White,2106-3,Male,M,30,3232,928.2
"Marion County, SC",45067,White,2106-3,,,62,7259,854.1
"Marion County, SC",45067,,,,,145,13152,1102.5
"Marlboro County, SC",45069,Black or African American,2054-5,Female,F,41,2781,1474.3
"Marlboro County, SC",45069,Black or African American,2054-5,Male,M,31,2001,1549.2
"Marlboro County, SC",45069,Black or African American,2054-5,,,72,4782,1505.6
"Marlboro County, SC",45069,White,2106-3,Female,F,45,4023,1118.6
"Marlboro County, SC",45069,White,2106-3,Male,M,43,3336,1289
"Marlboro County, SC",45069,White,2106-3,,,88,7359,1195.8
"Marlboro County, SC",45069,,,,,160,12297,1301.1
"Newberry County, SC",45071,Black or African American,2054-5,Female,F,31,2056,1507.8
"Newberry County, SC",45071,Black or African American,2054-5,Male,M,19,1576,1205.6 (Unreliable)
"Newberry County, SC",45071,Black or African American,2054-5,,,50,3632,1376.7
"Newberry County, SC",45071,White,2106-3,Female,F,39,5877,663.6
"Newberry County, SC",45071,White,2106-3,Male,M,46,4952,928.9
"Newberry County, SC",45071,White,2106-3,,,85,10829,784.9
"Newberry County, SC",45071,,,,,135,14475,932.6
"Oconee County, SC",45073,Black or African American,2054-5,Female,F,13,1011,1285.9 (Unreliable)
"Oconee County, SC",45073,Black or African American,2054-5,Male,M,15,754,1989.4 (Unreliable)
"Oconee County, SC",45073,Black or African American,2054-5,,,28,1765,1586.4
"Oconee County, SC",45073,White,2106-3,Female,F,77,10327,745.6
"Oconee County, SC",45073,White,2106-3,Male,M,91,8992,1012
"Oconee County, SC",45073,White,2106-3,,,168,19319,869.6
"Oconee County, SC",45073,,,,,196,21124,927.9
"Orangeburg County, SC",45075,Black or African American,2054-5,Female,F,99,8398,1178.9
"Orangeburg County, SC",45075,Black or African American,2054-5,Male,M,105,6100,1721.3
"Orangeburg County, SC",45075,Black or African American,2054-5,,,204,14498,1407.1
"Orangeburg County, SC",45075,White,2106-3,Female,F,122,9246,1319.5
"Orangeburg County, SC",45075,White,2106-3,Male,M,112,7737,1447.6
"Orangeburg County, SC",45075,White,2106-3,,,234,16983,1377.8
"Orangeburg County, SC",45075,,,,,438,31631,1384.7
"Pickens County, SC",45077,Black or African American,2054-5,Female,F,14,1209,1158.0 (Unreliable)
"Pickens County, SC",45077,Black or African American,2054-5,Male,M,10,950,1052.6 (Unreliable)
"Pickens County, SC",45077,Black or African American,2054-5,,,24,2159,1111.6
"Pickens County, SC",45077,White,2106-3,Female,F,108,14860,726.8
"Pickens County, SC",45077,White,2106-3,Male,M,117,13099,893.2
"Pickens County, SC",45077,White,2106-3,,,225,27959,804.7
"Pickens County, SC",45077,,,,,249,30206,824.3
"Richland County, SC",45079,Black or African American,2054-5,Female,F,174,16009,1086.9
"Richland County, SC",45079,Black or African American,2054-5,Male,M,187,13226,1413.9
"Richland County, SC",45079,Black or African American,2054-5,,,361,29235,1234.8
"Richland County, SC",45079,White,2106-3,Female,F,320,34047,939.9
"Richland County, SC",45079,White,2106-3,Male,M,366,28468,1285.7
"Richland County, SC",45079,White,2106-3,,,686,62515,1097.3
"Richland County, SC",45079,,,,,1047,92510,1131.8
"Saluda County, SC",45081,Black or African American,2054-5,Female,F,7,1009,693.8 (Unreliable)
"Saluda County, SC",45081,Black or African American,2054-5,Male,M,8,834,959.2 (Unreliable)
"Saluda County, SC",45081,Black or African American,2054-5,,,15,1843,813.9 (Unreliable)
"Saluda County, SC",45081,White,2106-3,Female,F,29,2790,1039.4
"Saluda County, SC",45081,White,2106-3,Male,M,32,2421,1321.8
"Saluda County, SC",45081,White,2106-3,,,61,5211,1170.6
"Saluda County, SC",45081,,,,,76,7062,1076.2
"Spartanburg County, SC",45083,Black or African American,2054-5,Female,F,72,8008,899.1
"Spartanburg County, SC",45083,Black or African American,2054-5,Male,M,76,5933,1281
"Spartanburg County, SC",45083,Black or African American,2054-5,,,148,13941,1061.6
"Spartanburg County, SC",45083,White,2106-3,Female,F,332,39392,842.8
"Spartanburg County, SC",45083,White,2106-3,Male,M,368,33140,1110.4
"Spartanburg County, SC",45083,White,2106-3,,,700,72532,965.1
"Spartanburg County, SC",45083,,,,,848,86711,978
"Sumter County, SC",45085,Black or African American,2054-5,Female,F,80,7019,1139.8
"Sumter County, SC",45085,Black or African American,2054-5,Male,M,95,5360,1772.4
"Sumter County, SC",45085,Black or African American,2054-5,,,175,12379,1413.7
"Sumter County, SC",45085,White,2106-3,Female,F,65,9824,661.6
"Sumter County, SC",45085,White,2106-3,Male,M,91,8623,1055.3
"Sumter County, SC",45085,White,2106-3,,,156,18447,845.7
"Sumter County, SC",45085,,,,,331,31001,1067.7
"Union County, SC",45087,Black or African American,2054-5,Female,F,27,1755,1538.5
"Union County, SC",45087,Black or African American,2054-5,Male,M,27,1298,2080.1
"Union County, SC",45087,Black or African American,2054-5,,,54,3053,1768.8
"Union County, SC",45087,White,2106-3,Female,F,57,5914,963.8
"Union County, SC",45087,White,2106-3,Male,M,52,4644,1119.7
"Union County, SC",45087,White,2106-3,,,109,10558,1032.4
"Union County, SC",45087,,,,,163,13630,1195.9
"Williamsburg County, SC",45089,Black or African American,2054-5,Female,F,68,4370,1556.1
"Williamsburg County, SC",45089,Black or African American,2054-5,Male,M,45,3299,1364
"Williamsburg County, SC",45089,Black or African American,2054-5,,,113,7669,1473.5
"Williamsburg County, SC",45089,White,2106-3,Female,F,37,3537,1046.1
"Williamsburg County, SC",45089,White,2106-3,Male,M,48,2902,1654
"Williamsburg County, SC",45089,White,2106-3,,,85,6439,1320.1
"Williamsburg County, SC",45089,,,,,198,14121,1402.2
"York County, SC",45091,Black or African American,2054-5,Female,F,44,4324,1017.6
"York County, SC",45091,Black or African American,2054-5,Male,M,53,3209,1651.6
"York County, SC",45091,Black or African American,2054-5,,,97,7533,1287.7
"York County, SC",45091,White,2106-3,Female,F,149,18379,810.7
"York County, SC",45091,White,2106-3,Male,M,178,16053,1108.8
"York County, SC",45091,White,2106-3,,,327,34432,949.7
"York County, SC",45091,,,,,424,42308,1002.2
"Aurora County, SD",46003,White,2106-3,Female,F,10,936,1068.4 (Unreliable)
"Aurora County, SD",46003,White,2106-3,Male,M,11,844,1303.3 (Unreliable)
"Aurora County, SD",46003,White,2106-3,,,21,1780,1179.8
"Aurora County, SD",46003,,,,,21,1783,1177.8
"Beadle County, SD",46005,Other Race,2131-1,Female,F,2,24,8333.3 (Unreliable)
"Beadle County, SD",46005,Other Race,2131-1,,,2,37,5405.4 (Unreliable)
"Beadle County, SD",46005,White,2106-3,Female,F,54,4863,1110.4
"Beadle County, SD",46005,White,2106-3,Male,M,61,3981,1532.3
"Beadle County, SD",46005,White,2106-3,,,115,8844,1300.3
"Beadle County, SD",46005,,,,,117,8890,1316.1
"Bennett County, SD",46007,Other Race,2131-1,Male,M,3,128,2343.8 (Unreliable)
"Bennett County, SD",46007,Other Race,2131-1,,,3,281,1067.6 (Unreliable)
"Bennett County, SD",46007,White,2106-3,Female,F,3,452,663.7 (Unreliable)
"Bennett County, SD",46007,White,2106-3,Male,M,7,434,1612.9 (Unreliable)
"Bennett County, SD",46007,White,2106-3,,,10,886,1128.7 (Unreliable)
"Bennett County, SD",46007,,,,,13,1167,1114.0 (Unreliable)
"Bon Homme County, SD",46009,White,2106-3,Female,F,35,2073,1688.4
"Bon Homme County, SD",46009,White,2106-3,Male,M,19,1784,1065.0 (Unreliable)
"Bon Homme County, SD",46009,White,2106-3,,,54,3857,1400.1
"Bon Homme County, SD",46009,,,,,54,3882,1391
"Brookings County, SD",46011,Other Race,2131-1,Female,F,1,18,5555.6 (Unreliable)
"Brookings County, SD",46011,Other Race,2131-1,,,1,33,3030.3 (Unreliable)
"Brookings County, SD",46011,White,2106-3,Female,F,37,4268,866.9
"Brookings County, SD",46011,White,2106-3,Male,M,55,3831,1435.7
"Brookings County, SD",46011,White,2106-3,,,92,8099,1135.9
"Brookings County, SD",46011,,,,,93,8137,1142.9
"Brown County, SD",46013,White,2106-3,Female,F,106,8087,1310.7
"Brown County, SD",46013,White,2106-3,Male,M,91,6748,1348.5
"Brown County, SD",46013,White,2106-3,,,197,14835,1327.9
"Brown County, SD",46013,,,,,197,15037,1310.1
"Brule County, SD",46015,White,2106-3,Female,F,13,1270,1023.6 (Unreliable)
"Brule County, SD",46015,White,2106-3,Male,M,14,1107,1264.7 (Unreliable)
"Brule County, SD",46015,White,2106-3,,,27,2377,1135.9
"Brule County, SD",46015,,,,,27,2408,1121.3
"Buffalo County, SD",46017,Other Race,2131-1,Female,F,3,162,1851.9 (Unreliable)
"Buffalo County, SD",46017,Other Race,2131-1,Male,M,2,132,1515.2 (Unreliable)
"Buffalo County, SD",46017,Other Race,2131-1,,,5,294,1700.7 (Unreliable)
"Buffalo County, SD",46017,White,2106-3,Female,F,2,113,1769.9 (Unreliable)
"Buffalo County, SD",46017,White,2106-3,Male,M,1,127,787.4 (Unreliable)
"Buffalo County, SD",46017,White,2106-3,,,3,240,1250.0 (Unreliable)
"Buffalo County, SD",46017,,,,,8,534,1498.1 (Unreliable)
"Butte County, SD",46019,White,2106-3,Female,F,23,1914,1201.7
"Butte County, SD",46019,White,2106-3,Male,M,32,1741,1838
"Butte County, SD",46019,White,2106-3,,,55,3655,1504.8
"Butte County, SD",46019,,,,,55,3681,1494.2
"Campbell County, SD",46021,White,2106-3,Female,F,2,627,319.0 (Unreliable)
"Campbell County, SD",46021,White,2106-3,Male,M,6,582,1030.9 (Unreliable)
"Campbell County, SD",46021,White,2106-3,,,8,1209,661.7 (Unreliable)
"Campbell County, SD",46021,,,,,8,1210,661.2 (Unreliable)
"Charles Mix County, SD",46023,Other Race,2131-1,Female,F,1,238,420.2 (Unreliable)
"Charles Mix County, SD",46023,Other Race,2131-1,Male,M,5,207,2415.5 (Unreliable)
"Charles Mix County, SD",46023,Other Race,2131-1,,,6,445,1348.3 (Unreliable)
"Charles Mix County, SD",46023,White,2106-3,Female,F,23,2044,1125.2
"Charles Mix County, SD",46023,White,2106-3,Male,M,33,1868,1766.6
"Charles Mix County, SD",46023,White,2106-3,,,56,3912,1431.5
"Charles Mix County, SD",46023,,,,,62,4357,1423
"Clark County, SD",46025,White,2106-3,Female,F,18,1319,1364.7 (Unreliable)
"Clark County, SD",46025,White,2106-3,Male,M,21,1227,1711.5
"Clark County, SD",46025,White,2106-3,,,39,2546,1531.8
"Clark County, SD",46025,,,,,39,2552,1528.2
"Clay County, SD",46027,White,2106-3,Female,F,18,2116,850.7 (Unreliable)
"Clay County, SD",46027,White,2106-3,Male,M,23,1884,1220.8
"Clay County, SD",46027,White,2106-3,,,41,4000,1025
"Clay County, SD",46027,,,,,41,4067,1008.1
"Codington County, SD",46029,White,2106-3,Female,F,59,4791,1231.5
"Codington County, SD",46029,White,2106-3,Male,M,54,3973,1359.2
"Codington County, SD",46029,White,2106-3,,,113,8764,1289.4
"Codington County, SD",46029,,,,,113,8807,1283.1
"Corson County, SD",46031,Other Race,2131-1,Female,F,3,329,911.9 (Unreliable)
"Corson County, SD",46031,Other Race,2131-1,Male,M,3,346,867.1 (Unreliable)
"Corson County, SD",46031,Other Race,2131-1,,,6,675,888.9 (Unreliable)
"Corson County, SD",46031,White,2106-3,Female,F,3,590,508.5 (Unreliable)
"Corson County, SD",46031,White,2106-3,Male,M,5,581,860.6 (Unreliable)
"Corson County, SD",46031,White,2106-3,,,8,1171,683.2 (Unreliable)
"Corson County, SD",46031,,,,,14,1846,758.4 (Unreliable)
"Custer County, SD",46033,White,2106-3,Female,F,14,1294,1081.9 (Unreliable)
"Custer County, SD",46033,White,2106-3,Male,M,13,1266,1026.9 (Unreliable)
"Custer County, SD",46033,White,2106-3,,,27,2560,1054.7
"Custer County, SD",46033,,,,,27,2599,1038.9
"Davison County, SD",46035,White,2106-3,Female,F,43,4281,1004.4
"Davison County, SD",46035,White,2106-3,Male,M,52,3335,1559.2
"Davison County, SD",46035,White,2106-3,,,95,7616,1247.4
"Davison County, SD",46035,,,,,95,7651,1241.7
"Day County, SD",46037,White,2106-3,Female,F,36,2083,1728.3
"Day County, SD",46037,White,2106-3,Male,M,26,1921,1353.5
"Day County, SD",46037,White,2106-3,,,62,4004,1548.5
"Day County, SD",46037,,,,,62,4125,1503
"Deuel County, SD",46039,White,2106-3,Female,F,23,1324,1737.2
"Deuel County, SD",46039,White,2106-3,Male,M,20,1273,1571.1
"Deuel County, SD",46039,White,2106-3,,,43,2597,1655.8
"Deuel County, SD",46039,,,,,43,2601,1653.2
"Dewey County, SD",46041,Other Race,2131-1,Female,F,4,430,930.2 (Unreliable)
"Dewey County, SD",46041,Other Race,2131-1,Male,M,6,390,1538.5 (Unreliable)
"Dewey County, SD",46041,Other Race,2131-1,,,10,820,1219.5 (Unreliable)
"Dewey County, SD",46041,White,2106-3,Female,F,4,490,816.3 (Unreliable)
"Dewey County, SD",46041,White,2106-3,Male,M,4,516,775.2 (Unreliable)
"Dewey County, SD",46041,White,2106-3,,,8,1006,795.2 (Unreliable)
"Dewey County, SD",46041,,,,,18,1826,985.8 (Unreliable)
"Douglas County, SD",46043,White,2106-3,Female,F,18,1065,1690.1 (Unreliable)
"Douglas County, SD",46043,White,2106-3,Male,M,19,935,2032.1 (Unreliable)
