""AgeGroup""	""Age Group Code""	""Causeofdeath""	""Cause of death Code""	""Year""	""Year Code""	""Race""	""Race Code""	""Gender""	""Gender Code""	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	7	152488	4.6 (Unreliable)	1.8	9.5	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	5	127813	3.9 (Unreliable)	1.3	9.1	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1971""	""1971""	""Other Race""	""2131-1""	""Female""	""F""	1	554	180.5 (Unreliable)	4.6	1005.7	180.5	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	10	154649	6.5 (Unreliable)	3.1	11.9	2.0	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	2	129151	1.5 (Unreliable)	0.2	5.6	1.1	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	6	156550	3.8 (Unreliable)	1.4	8.3	1.6	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	7	158537	4.4 (Unreliable)	1.8	9.1	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	4	131429	3.0 (Unreliable)	0.8	7.8	1.5	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	13	161279	8.1 (Unreliable)	4.3	13.8	2.2	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	3	132674	2.3 (Unreliable)	0.5	6.6	1.3	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1975""	""1975""	""Other Race""	""2131-1""	""Male""	""M""	1	602	166.1 (Unreliable)	4.2	925.5	166.1	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	11	164143	6.7 (Unreliable)	3.3	12.0	2.0	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""394.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	133988	3.0 (Unreliable)	0.8	7.6	1.5	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1970""	""1970""	""Other Race""	""2131-1""	""Female""	""F""	1	525	190.5 (Unreliable)	4.8	1061.3	190.5	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	152488	0.7 (Unreliable)	0.0	3.7	0.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	127813	2.3 (Unreliable)	0.5	6.9	1.4	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	3	154649	1.9 (Unreliable)	0.4	5.7	1.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	2	129151	1.5 (Unreliable)	0.2	5.6	1.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	156550	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	4	130245	3.1 (Unreliable)	0.8	7.9	1.5	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1973""	""1973""	""Black or African American""	""2054-5""	""Male""	""M""	1	1533	65.2 (Unreliable)	1.7	363.4	65.2	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	7	158537	4.4 (Unreliable)	1.8	9.1	1.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	3	131429	2.3 (Unreliable)	0.5	6.7	1.3	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	9	161279	5.6 (Unreliable)	2.6	10.6	1.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	5	132674	3.8 (Unreliable)	1.2	8.8	1.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	4	164143	2.4 (Unreliable)	0.7	6.2	1.2	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""394.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	5	133988	3.7 (Unreliable)	1.2	8.7	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	8	152488	5.2 (Unreliable)	2.3	10.3	1.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	4	127813	3.1 (Unreliable)	0.9	8.0	1.6	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	2	154649	1.3 (Unreliable)	0.2	4.7	0.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	3	129151	2.3 (Unreliable)	0.5	6.8	1.3	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	4	156550	2.6 (Unreliable)	0.7	6.5	1.3	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	6	130245	4.6 (Unreliable)	1.7	10.0	1.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1973""	""1973""	""Black or African American""	""2054-5""	""Female""	""F""	1	1834	54.5 (Unreliable)	1.4	303.8	54.5	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	158537	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	5	131429	3.8 (Unreliable)	1.2	8.9	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	161279	1.2 (Unreliable)	0.2	4.5	0.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	5	132674	3.8 (Unreliable)	1.2	8.8	1.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	164143	1.2 (Unreliable)	0.1	4.4	0.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""395.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	133988	3.0 (Unreliable)	0.8	7.6	1.5	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1970""	""1970""	""Black or African American""	""2054-5""	""Male""	""M""	1	1367	73.2 (Unreliable)	1.9	407.6	73.2	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	9	152488	5.9 (Unreliable)	2.7	11.2	2.0	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	14	127813	11.0 (Unreliable)	6.0	18.4	2.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	9	154649	5.8 (Unreliable)	2.7	11.0	1.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	14	129151	10.8 (Unreliable)	5.9	18.2	2.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	4	156550	2.6 (Unreliable)	0.7	6.5	1.3	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	16	130245	12.3 (Unreliable)	7.0	19.9	3.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1973""	""1973""	""Black or African American""	""2054-5""	""Male""	""M""	1	1533	65.2 (Unreliable)	1.7	363.4	65.2	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	7	158537	4.4 (Unreliable)	1.8	9.1	1.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	19	131429	14.5 (Unreliable)	8.7	22.6	3.3	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	11	161279	6.8 (Unreliable)	3.4	12.2	2.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	13	132674	9.8 (Unreliable)	5.2	16.8	2.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	11	164143	6.7 (Unreliable)	3.3	12.0	2.0	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""395.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	12	133988	9.0 (Unreliable)	4.6	15.6	2.6	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1970""	""1970""	""Black or African American""	""2054-5""	""Male""	""M""	1	1367	73.2 (Unreliable)	1.9	407.6	73.2	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	152488	0.7 (Unreliable)	0.0	3.7	0.7	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	127813	0.8 (Unreliable)	0.0	4.4	0.8	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	4	154649	2.6 (Unreliable)	0.7	6.6	1.3	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	129151	0.8 (Unreliable)	0.0	4.3	0.8	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	158537	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	3	131429	2.3 (Unreliable)	0.5	6.7	1.3	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	3	161279	1.9 (Unreliable)	0.4	5.4	1.1	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	132674	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	164143	0.6 (Unreliable)	0.0	3.4	0.6	0.0%"
"""65-74 years""	""65-74""	""Specified as rheumatic""	""396.0""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	4	133988	3.0 (Unreliable)	0.8	7.6	1.5	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	152488	0.7 (Unreliable)	0.0	3.7	0.7	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	2	127813	1.6 (Unreliable)	0.2	5.7	1.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	2	154649	1.3 (Unreliable)	0.2	4.7	0.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	2	129151	1.5 (Unreliable)	0.2	5.6	1.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	2	156550	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	130245	1.5 (Unreliable)	0.2	5.5	1.1	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	158537	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	131429	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	3	132674	2.3 (Unreliable)	0.5	6.6	1.3	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	164143	0.6 (Unreliable)	0.0	3.4	0.6	0.0%"
"""65-74 years""	""65-74""	""Not specified as rheumatic""	""396.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	1	133988	0.7 (Unreliable)	0.0	4.2	0.7	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	4	152488	2.6 (Unreliable)	0.7	6.7	1.3	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	127813	2.3 (Unreliable)	0.5	6.9	1.4	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	2	154649	1.3 (Unreliable)	0.2	4.7	0.9	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	129151	0.8 (Unreliable)	0.0	4.3	0.8	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	6	156550	3.8 (Unreliable)	1.4	8.3	1.6	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	2	130245	1.5 (Unreliable)	0.2	5.5	1.1	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	4	158537	2.5 (Unreliable)	0.7	6.5	1.3	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	4	131429	3.0 (Unreliable)	0.8	7.8	1.5	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	2	161279	1.2 (Unreliable)	0.2	4.5	0.9	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	132674	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	3	164143	1.8 (Unreliable)	0.4	5.3	1.1	0.0%"
"""65-74 years""	""65-74""	""Of other and unspecified endocardial structures, specified as rheumatic""	""397.9""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	2	133988	1.5 (Unreliable)	0.2	5.4	1.1	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	11	152488	7.2 (Unreliable)	3.6	12.9	2.2	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	11	127813	8.6 (Unreliable)	4.3	15.4	2.6	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	23	154649	14.9	9.4	22.3	3.1	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	14	129151	10.8 (Unreliable)	5.9	18.2	2.9	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	4	156550	2.6 (Unreliable)	0.7	6.5	1.3	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	10	130245	7.7 (Unreliable)	3.7	14.1	2.4	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	19	158537	12.0 (Unreliable)	7.2	18.7	2.7	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	16	131429	12.2 (Unreliable)	7.0	19.8	3.0	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	20	161279	12.4	7.6	19.2	2.8	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	7	132674	5.3 (Unreliable)	2.1	10.9	2.0	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1975""	""1975""	""Black or African American""	""2054-5""	""Female""	""F""	1	2014	49.7 (Unreliable)	1.3	276.6	49.7	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1975""	""1975""	""Black or African American""	""2054-5""	""Male""	""M""	1	1666	60.0 (Unreliable)	1.5	334.4	60.0	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	14	164143	8.5 (Unreliable)	4.7	14.3	2.3	0.0%"
"""65-74 years""	""65-74""	""Other heart disease, specified as rheumatic""	""398""	""1975""	""1975""	""White""	""2106-3""	""Male""	""M""	9	133988	6.7 (Unreliable)	3.1	12.8	2.2	0.0%"
"""65-74 years""	""65-74""	""Without mention of organ damage""	""400.0""	""1974""	""1974""	""White""	""2106-3""	""Female""	""F""	1	161279	0.6 (Unreliable)	0.0	3.5	0.6	0.0%"
"""65-74 years""	""65-74""	""With heart involvement""	""400.1""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	1	164143	0.6 (Unreliable)	0.0	3.4	0.6	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	2	152488	1.3 (Unreliable)	0.2	4.7	0.9	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	127813	0.8 (Unreliable)	0.0	4.4	0.8	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	5	154649	3.2 (Unreliable)	1.0	7.5	1.4	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	1	158537	0.6 (Unreliable)	0.0	3.5	0.6	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	131429	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	132674	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""With cerebrovascular involvement""	""400.2""	""1975""	""1975""	""White""	""2106-3""	""Female""	""F""	2	164143	1.2 (Unreliable)	0.1	4.4	0.9	0.0%"
"""65-74 years""	""65-74""	""With renal involvement""	""400.3""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	1	127813	0.8 (Unreliable)	0.0	4.4	0.8	0.0%"
"""65-74 years""	""65-74""	""With renal involvement""	""400.3""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	154649	0.6 (Unreliable)	0.0	3.6	0.6	0.0%"
"""65-74 years""	""65-74""	""With renal involvement""	""400.3""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	1	129151	0.8 (Unreliable)	0.0	4.3	0.8	0.0%"
"""65-74 years""	""65-74""	""With renal involvement""	""400.3""	""1972""	""1972""	""White""	""2106-3""	""Male""	""M""	4	130245	3.1 (Unreliable)	0.8	7.9	1.5	0.0%"
"""65-74 years""	""65-74""	""With multiple organ involvement""	""400.9""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	1	152488	0.7 (Unreliable)	0.0	3.7	0.7	0.0%"
"""65-74 years""	""65-74""	""With multiple organ involvement""	""400.9""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	1	131429	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""With multiple organ involvement""	""400.9""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	1	132674	0.8 (Unreliable)	0.0	4.2	0.8	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1970""	""1970""	""White""	""2106-3""	""Female""	""F""	4	152488	2.6 (Unreliable)	0.7	6.7	1.3	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1970""	""1970""	""White""	""2106-3""	""Male""	""M""	3	127813	2.3 (Unreliable)	0.5	6.9	1.4	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1971""	""1971""	""White""	""2106-3""	""Female""	""F""	1	154649	0.6 (Unreliable)	0.0	3.6	0.6	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1971""	""1971""	""White""	""2106-3""	""Male""	""M""	4	129151	3.1 (Unreliable)	0.8	7.9	1.5	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1972""	""1972""	""White""	""2106-3""	""Female""	""F""	4	156550	2.6 (Unreliable)	0.7	6.5	1.3	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1973""	""1973""	""White""	""2106-3""	""Female""	""F""	2	158537	1.3 (Unreliable)	0.2	4.6	0.9	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1973""	""1973""	""White""	""2106-3""	""Male""	""M""	2	131429	1.5 (Unreliable)	0.2	5.5	1.1	0.0%"
"""65-74 years""	""65-74""	""Essential benign hypertension""	""401""	""1974""	""1974""	""White""	""2106-3""	""Male""	""M""	2	132674	1.5 (Unreliable)	0.2	5.4	1.1	0.0%"
